Year,Base_Coeff,Base_Mean_Income,Base_Abs_Income_Gain,Base_PC_Income_Gain,M1_Coeff,M1_Mean_Income,M1_Abs_Income_Gain,M1_PC_Income_Gain,M2_Coeff,M2_Mean_Income,M2_Abs_Income_Gain,M2_PC_Income_Gain,M3_Coeff,M3_Mean_Income,M3_Abs_Income_Gain,M3_PC_Income_Gain,M4_Coeff,M4_Mean_Income,M4_Abs_Income_Gain,M4_PC_Income_Gain,M5_Coeff,M5_Mean_Income,M5_Abs_Income_Gain,M5_PC_Income_Gain,M6_Coeff,M6_Mean_Income,M6_Abs_Income_Gain,M6_PC_Income_Gain
1990,-0.09568770427418206,1215.981686000215,549.175782011069,0.4516316226912088,-0.09408053399657045,1215.981686000215,538.160990767589,0.4425732697815433,-0.0705491130431813,1215.981686000215,384.5392216645391,0.31623767536287645,-0.1177473371582382,1026.5213456638412,522.9150091107372,0.509404905528363,-0.08182989326000335,1215.981686000215,456.428755232944,0.3753582479801125,-0.09204198792668523,1215.981686000215,524.2885792457419,0.43116486480179533,-0.12293725027535429,1026.5213456638412,551.2893945355872,0.5370462064566947
1991,-0.09614215489752931,1202.3458067062277,546.1094370328594,0.4542033032317896,-0.09492420723469937,1202.3458067062277,537.8349142731524,0.4473213207658843,-0.07305884344121778,1202.3458067062277,395.77253980809405,0.3291669814130222,-0.11973662901261742,1017.1273492851238,528.8457668906523,0.5199405632562583,-0.08182691646717974,1202.3458067062277,451.29124288053526,0.37534230199282465,-0.09326757287231023,1202.3458067062277,526.6428511155964,0.43801279813027405,-0.12431980072387368,1017.1273492851238,553.8203762386876,0.5444946265852882
1992,-0.1004031587917007,1172.8192144281388,561.2391754761215,0.4785385237312804,-0.09830910981262941,1172.8192144281388,547.1537428073323,0.46652863124699223,-0.07580217477535754,1172.8192144281388,402.79895671713416,0.343445052538244,-0.12330980955088557,985.9814529793726,531.4931126697473,0.5390498077460961,-0.08349929714244135,1172.8192144281388,450.7496607328096,0.3843300443816424,-0.09603047483196694,1172.8192144281388,531.9566636523207,0.4535708974649603,-0.1290470615231272,985.9814529793726,562.2423879287625,0.5702362719195337
1993,-0.10317307379244352,1149.4743039225143,568.5022894291708,0.4945759009046046,-0.10211555170140481,1149.4743039225143,561.4407062405635,0.48843258550859264,-0.07827968574963949,1149.4743039225143,409.7546926737082,0.3564713811134743,-0.12045613218129848,962.386209584724,504.0683200949335,0.5237692675505422,-0.08384487879793931,1149.4743039225143,443.92075310973223,0.3861945861641956,-0.09771512720676466,1149.4743039225143,532.3672853256305,0.46313978790909727,-0.12998706897075415,962.386209584724,553.7626688669178,0.5754058644562977
1994,-0.10049949198885681,1133.3551005121749,542.9829245173223,0.4790933788288796,-0.10051705973628661,1133.3551005121749,543.0976294299278,0.4791945871020445,-0.07703779866727113,1133.3551005121749,396.5904615842071,0.34992603942487555,-0.11402857462652956,945.7635814681341,463.3344230441817,0.4899051222980433,-0.08191179168234748,1133.3551005121749,425.91148219823594,0.3757970313150416,-0.09309003984875394,1133.3551005121749,495.297497211631,0.43701880989268144,-0.11832510491660435,945.7635814681341,484.6634730254982,0.512457322868303
1995,-0.1039576400070745,1153.3090471841076,575.6741527427132,0.49914994957185654,-0.10329495145916501,1153.3090471841076,571.217288832504,0.495285535327391,-0.0807400236155914,1153.3090471841076,426.1850710584456,0.36953240946042093,-0.12216225762960976,964.9976254869824,514.2343955999528,0.5328866952811893,-0.08645564733860452,1153.3090471841076,461.7411698649471,0.40036204605549874,-0.0987787737478818,1153.3090471841076,541.1484702577993,0.4692137563466226,-0.12787236803137564,964.9976254869824,544.0655230497536,0.5637998567874122
1996,-0.10529320599217315,1174.6368802945503,595.50397584396,0.5069685669111906,-0.10430284978710859,1174.6368802945503,588.6892025950795,0.5011669669757521,-0.07782439686621966,1174.6368802945503,415.9014640739865,0.3540681133472462,-0.11573742471432533,979.1714021724157,488.444187200084,0.49883420422247704,-0.08176432058014231,1174.6368802945503,440.4970915541635,0.37500703318944406,-0.09607216842974746,1174.6368802945503,533.0583938400184,0.45380696177898777,-0.12318630010195025,979.1714021724157,527.1714814258802,0.5383852921524092
1997,-0.11012641646281995,1196.0471078331266,640.6091725015904,0.5356053020872893,-0.10667322884913112,1196.0471078331266,616.0722395938712,0.5150902799388953,-0.0776162509259816,1196.0471078331266,422.1697309300291,0.3529708221065575,-0.114906401253042,995.0293079350371,492.0273428775705,0.4944852769197967,-0.0817605658763266,1196.0471078331266,448.5020274568117,0.3749869252803603,-0.09703479211398139,1196.0471078331266,549.306042089295,0.45926789880748964,-0.12342419715940142,995.0293079350371,536.982990268814,0.5396655012938294
1998,-0.11452544053779894,1203.0157048651906,676.2659739877747,0.5621422656851822,-0.11010462079350289,1203.0157048651906,644.1847733739285,0.5354749491371897,-0.08048551058674311,1203.0157048651906,442.92088718255513,0.3681754821581391,-0.11091100039279154,996.9556752058011,472.3097422710159,0.47375199722246153,-0.08160132387328949,1203.0157048651906,450.08955008301086,0.37413439264572834,-0.09697871493418331,1203.0157048651906,552.1231105079028,0.45894921261212746,-0.11697116922460288,996.9556752058011,503.775670372637,0.5053140103431809
1999,-0.11727051001287404,1213.4731203796418,702.5204521860367,0.5789336742508554,-0.11126522293617444,1213.4731203796418,658.2261144175188,0.5424315572903577,-0.07994227982763173,1213.4731203796418,443.26202633241815,0.3652837618634199,-0.10928365354026268,1004.6887416643966,467.5719854129385,0.4653898924340937,-0.08131951934844046,1213.4731203796418,452.17284021830574,0.37262699323479115,-0.09703976602734937,1213.4731203796418,557.3435552304015,0.45929616888096664,-0.11601409621804333,1004.6887416643966,502.63059946757096,0.5002848928464138
2000,-0.11776330939177752,1220.6622257337733,710.3853153432549,0.5819671489516463,-0.11120746671777569,1220.6622257337733,661.7022243355725,0.5420846245469793,-0.08023840338892739,1220.6622257337733,447.81132033665494,0.36685932512367486,-0.11132426074886027,1011.1412204230785,481.18503670385076,0.47588311799069455,-0.08322502668978646,1220.6622257337733,467.3330212514809,0.38285203834382137,-0.09990746761519176,1220.6622257337733,580.6528543124425,0.4756867559847658,-0.11990281680787385,1011.1412204230785,526.6266613773489,0.5208240458805541
2001,-0.11919378670329385,1247.943442453058,737.2920289274919,0.5908056437863973,-0.11129761988018436,1247.943442453058,677.1668016678884,0.5426261949313944,-0.0805023630429408,1247.943442453058,459.57425231624984,0.36826528886026577,-0.11120203173729859,1033.919977247067,491.3730341718558,0.47525248083530997,-0.08422122935697245,1247.943442453058,484.48657984184547,0.3882279944430011,-0.10062541099018604,1247.943442453058,598.7869181186718,0.47981895472894837,-0.12009730383646965,1033.919977247067,539.5600568806267,0.5218586242208691
2002,-0.11983441109474835,1263.6608858015484,751.6000506458506,0.5947798646700264,-0.1115096643068074,1263.6608858015484,687.3060953514328,0.543900743525404,-0.08354762024938588,1263.6608858015484,485.99211677114135,0.38459061464332134,-0.11437586797073207,1047.0589199612525,514.8550815571302,0.49171548204391685,-0.08641117500455225,1263.6608858015484,505.61537032761544,0.40011950675113306,-0.10196940610077371,1263.6608858015484,616.1428393128099,0.48758559059299084,-0.12232843844024957,1047.0589199612525,558.8966659718217,0.533777665532427
2003,-0.11954409632668535,1275.9137430968249,756.5882941996558,0.5929776196024882,-0.1090323111258694,1275.9137430968249,675.0546403667408,0.5290754520194185,-0.07758307835702037,1275.9137430968249,450.13729951562436,0.3527960271225521,-0.10313399958509045,1053.709744520186,457.53778138710004,0.43421614326575586,-0.07894370381653423,1275.9137430968249,459.3086433262879,0.3599840865507728,-0.09535189254468998,1275.9137430968249,573.8220816741193,0.4497342275515986,-0.11319137375234736,1053.709744520186,511.6287821860633,0.4855500149322782
2004,-0.11924903592506322,1313.9192024197482,776.7207100045803,0.5911480010141803,-0.1073963789642112,1313.9192024197482,682.4018430865729,0.5193636274055845,-0.07487781856731436,1313.9192024197482,444.91544831031956,0.33861705308130935,-0.09688157852871605,1086.3859247463085,438.0321665338197,0.4032012533999908,-0.0739718855158664,1313.9192024197482,438.72040093867395,0.33390211523715835,-0.09025667175315792,1313.9192024197482,553.4855110966414,0.4212477525842745,-0.106066983809922,1086.3859247463085,487.7877066927547,0.4490003925692081
2005,-0.11804728194176271,1352.0097159652976,789.192158300297,0.5837178157679405,-0.10607234419980291,1352.0097159652976,691.6186587161012,0.5115485861891936,-0.07274552451659162,1352.0097159652976,442.8453105500321,0.32754595275511966,-0.09469334251769156,1116.3591881017846,438.1774397565298,0.39250578525858715,-0.07109770672597175,1352.0097159652976,431.36284514490603,0.31905306600324607,-0.0870261276846142,1352.0097159652976,545.5048382153875,0.4034770103896126,-0.10316007419118335,1116.3591881017846,484.88716412991675,0.43434691029363115
2006,-0.11823477969697126,1394.2981696526817,815.4898427088724,0.5848747853638868,-0.10642267672818521,1394.2981696526817,716.1289476639554,0.5136124849409667,-0.07278865939584983,1394.2981696526817,457.0077219630982,0.3277690037253211,-0.09434523661299765,1150.2309678161848,449.52392206736886,0.39081187574077386,-0.0719442619467197,1394.2981696526817,450.92916313102114,0.3234094205569725,-0.08796473614597616,1394.2981696526817,569.7341181150618,0.4086171311958202,-0.1021127459111876,1150.2309678161848,493.5684908115977,0.42910381012318
2007,-0.11892507828955827,1437.3220665750773,846.7862446955864,0.5891416157781192,-0.10625385843904148,1437.3220665750773,736.7965616795427,0.5126175815523506,-0.07159528909806397,1437.3220665750773,462.25984286017206,0.32161187364337057,-0.09356304943759969,1185.398784569465,458.7649853038929,0.3870132070959695,-0.07143820909946061,1437.3220665750773,461.0980316719872,0.32080355711139574,-0.08726528229734173,1437.3220665750773,581.8062895101784,0.4047849142791883,-0.09992398297839995,1185.398784569465,495.7436043343632,0.4182082947844564
2008,-0.11875659683320271,1475.5114432620965,867.7470259490658,0.5880991502381233,-0.10581723704486504,1475.5114432620965,752.5808572379854,0.5100474555278008,-0.07040007073873647,1475.5114432620965,465.48524137211325,0.31547382671801394,-0.09171780372792869,1216.1421803231112,459.81470410949987,0.37809288383315004,-0.07054803149713304,1475.5114432620965,466.60412771144456,0.31623213079246937,-0.0863523353204179,1475.5114432620965,589.9075223405873,0.3997986766110099,-0.09715936395858908,1216.1421803231112,492.0083808326615,0.4045648517033938
2009,-0.11793337070091586,1486.3732737140574,866.5784046714546,0.5830153299958779,-0.10525285556749821,1486.3732737140574,753.1925342353077,0.5067317527536518,-0.07028233383260295,1486.3732737140574,468.01544233302525,0.3148707330854902,-0.09012598577061853,1224.8169423494048,453.7258318447741,0.3704437913591003,-0.0699207669697418,1486.3732737140574,465.26512192158,0.31302037661038157,-0.08680277483120477,1486.3732737140574,597.9034948800479,0.4022566238600642,-0.09799504577799022,1224.8169423494048,500.5521336905738,0.4086750569684566
2010,-0.11837445538031462,1517.359021959232,888.77364680447,0.5857372144246223,-0.10577279691110152,1517.359021959232,773.5285507389963,0.5097861083266945,-0.07115048160879449,1517.359021959232,484.5294933996656,0.319324224779733,-0.09081674208675458,1248.9472296782835,466.80379870421893,0.37375782387896644,-0.07025248300258048,1517.359021959232,477.5399988354634,0.3147178696172104,-0.08727870626187853,1517.359021959232,614.3154915697755,0.40485836422323046,-0.09956934113892221,1248.9472296782835,520.1250082840638,0.4164507482177953
2011,-0.11816551330419105,1554.624581020721,908.5960972959547,0.5844472732441919,-0.10570996612760278,1554.624581020721,791.9517005727103,0.5094166850576477,-0.07107493034772064,1554.624581020721,495.82583487550255,0.3189360575721489,-0.0902577569104149,1279.0261704706909,474.61510989857834,0.37107537035299015,-0.06959265600156621,1554.624581020721,484.0222395091255,0.3113434879508535,-0.08666673240691308,1554.624581020721,624.2032484950191,0.40151381633576483,-0.09923570144360819,1279.0261704706909,530.5391260247516,0.4147992732857916
2012,-0.11844343769610036,1597.4473765282257,936.3650571237552,0.5861633196072986,-0.10630657135285963,1597.4473765282257,819.3757537300105,0.5129281663792777,-0.07184864567898339,1597.4473765282257,515.8423737258911,0.3229166614846399,-0.09044334606930235,1313.69236070463,488.64809493096686,0.37196539277191876,-0.06976890957130816,1597.4473765282257,498.7933699579537,0.3122440070871032,-0.08659567273849424,1597.4473765282257,640.7776423363582,0.40112597870295863,-0.09884273593145777,1313.69236070463,542.3665776255013,0.41285661228523113
2013,-0.11842244517337337,1638.4145557121067,960.1660397591806,0.5860336362440715,-0.10642367065110561,1638.4145557121067,841.5197715503671,0.5136183444028402,-0.07177652747872586,1638.4145557121067,528.4626215194833,0.3225451212436261,-0.0891050070418235,1345.4482361500636,491.8421792076572,0.3655600906765765,-0.06887376535396447,1638.4145557121067,504.10232783326524,0.3076769100199836,-0.08536059192753706,1638.4145557121067,646.1941916877515,0.39440213066643265,-0.09710992038109165,1345.4482361500636,543.9943826114916,0.4043220452450149
2014,-0.11866445519925724,1680.0840922175244,987.0986651485418,0.5875293205387602,-0.10690150474917506,1680.0840922175244,867.659171689515,0.5164379424272159,-0.07201760334191594,1680.0840922175244,543.9902453262202,0.3237875103074237,-0.08862816697040099,1377.613990571343,500.4667227227351,0.3632851627146837,-0.06875738078332172,1680.0840922175244,515.9274062944282,0.3070842755337689,-0.08505269552873776,1680.0840922175244,659.8210322785662,0.3927309563461647,-0.09663761807833399,1377.613990571343,553.807419777004,0.4020047876744642
2015,-0.1190863002836311,1723.3583416458355,1017.022355126488,0.5901398046764987,-0.10757265030594784,1723.3583416458355,896.8479208281042,0.5204071023160509,-0.07241790522592305,1723.3583416458355,561.5615755889339,0.32585305215898014,-0.08873076075061728,1411.4490197333578,513.4488806703162,0.3637743010847914,-0.06911471147320013,1723.3583416458355,532.3534407920538,0.3089046705652914,-0.08508479042891838,1723.3583416458355,677.1162209179179,0.3929050648115706,-0.09666899518831022,1411.4490197333578,567.6263823509234,0.40215861459746943
